[2017-04-18 21:09:13,067] Making new env: FrozenLake-v0
accuracy, i_max_iter, i_k
0.757, 1000000, 100
0.728, 1000000, 100
0.762, 1000000, 100
0.738, 1000000, 100
0.729, 1000000, 1000
0.741, 1000000, 1000
0.719, 1000000, 1000
0.748, 1000000, 1000
0.767, 1000000, 1000
0.764, 1000000, 1000
0.745, 1000000, 1000
0.749, 1000000, 1000
0.773, 1000000, 1000
0.761, 1000000, 1000
0.74, 1000000, 10000
0.717, 1000000, 10000
0.754, 1000000, 10000
0.745, 1000000, 10000
0.724, 1000000, 10000
0.743, 1000000, 10000
0.746, 1000000, 10000
0.714, 1000000, 10000
0.732, 1000000, 10000
0.728, 1000000, 10000
0.734, 1000000, 100000
0.737, 1000000, 100000
0.727, 1000000, 100000
0.754, 1000000, 100000
0.753, 1000000, 100000
0.734, 1000000, 100000
0.73, 1000000, 100000
0.744, 1000000, 100000
0.755, 1000000, 100000
0.713, 1000000, 100000
0.73, 1000000, 1000000
0.728, 1000000, 1000000
0.733, 1000000, 1000000
0.726, 1000000, 1000000
0.753, 1000000, 1000000
0.759, 1000000, 1000000
0.794, 1000000, 1000000
0.707, 1000000, 1000000
0.727, 1000000, 1000000
0.738, 1000000, 1000000
0.738, 1000000, 10000000
0.772, 1000000, 10000000
0.745, 1000000, 10000000
0.756, 1000000, 10000000
0.73, 1000000, 10000000
0.724, 1000000, 10000000
0.747, 1000000, 10000000
0.723, 1000000, 10000000
0.742, 1000000, 10000000
0.759, 1000000, 10000000
0.459, 1000000, 10
0.449, 1000000, 10
0.469, 1000000, 10
0.466, 1000000, 10
0.451, 1000000, 10
0.482, 1000000, 10
0.454, 1000000, 10
0.482, 1000000, 10
0.449, 1000000, 10
0.446, 1000000, 10
0.718, 1000000, 100
0.734, 1000000, 100
0.742, 1000000, 100
0.732, 1000000, 100
0.753, 1000000, 100
0.765, 1000000, 100
0.74, 1000000, 100
0.75, 1000000, 100
0.751, 1000000, 100
0.741, 1000000, 100
0.766, 1000000, 1000
0.725, 1000000, 1000
0.748, 1000000, 1000
0.765, 1000000, 1000
0.732, 1000000, 1000
0.744, 1000000, 1000
0.713, 1000000, 1000
0.74, 1000000, 1000
0.724, 1000000, 1000
0.739, 1000000, 1000
0.749, 1000000, 10000
0.74, 1000000, 10000
0.751, 1000000, 10000
0.737, 1000000, 10000
0.723, 1000000, 10000
0.742, 1000000, 10000
0.732, 1000000, 10000
0.757, 1000000, 10000
0.749, 1000000, 10000
0.749, 1000000, 10000
0.723, 1000000, 100000
0.736, 1000000, 100000
0.712, 1000000, 100000
0.754, 1000000, 100000
0.749, 1000000, 100000
0.717, 1000000, 100000
0.729, 1000000, 100000
0.741, 1000000, 100000
0.736, 1000000, 100000
0.714, 1000000, 100000
0.744, 1000000, 1000000
0.749, 1000000, 1000000
0.737, 1000000, 1000000
0.763, 1000000, 1000000
0.728, 1000000, 1000000
0.749, 1000000, 1000000
0.73, 1000000, 1000000
0.744, 1000000, 1000000
0.719, 1000000, 1000000
0.73, 1000000, 1000000
0.734, 1000000, 10000000
0.756, 1000000, 10000000
0.76, 1000000, 10000000
0.735, 1000000, 10000000
0.761, 1000000, 10000000
0.754, 1000000, 10000000
0.746, 1000000, 10000000
0.748, 1000000, 10000000

